,Quote_dt,discount,Home_policy_ind,state_id,quoted_amt,Prior_carrier_grp,credit_score,Cov_package_type,CAT_zone,policy_id,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,total_number_veh,convert_ind,primary_parking
37166,2018-11-24,No,N,NY,"$2,559",Carrier_3,601.0,Low,1.0,policy_76157,1,2,1,0,3,0.0,unknown
37170,2015-10-24,No,N,WI,"$39,815",Carrier_6,548.0,High,2.0,policy_96251,1,1,2,1,4,0.0,street
37171,2018-09-20,Yes,N,MN,"$2,988",Carrier_4,672.0,Medium,2.0,policy_37731,1,1,1,0,2,0.0,unknown
37172,2016-11-03,No,N,FL,"$1,623",Carrier_5,757.0,Low,2.0,policy_27542,2,2,2,0,4,0.0,parking garage
37173,2016-08-14,No,N,NY,"$4,273",Carrier_2,644.0,Medium,2.0,policy_67995,2,2,1,1,4,0.0,unknown
37174,2016-08-22,No,N,NY,"$1,988",Carrier_6,818.0,Medium,1.0,policy_91419,2,1,1,0,2,1.0,unknown
37175,2016-02-11,No,N,NJ,"$1,120",Carrier_6,820.0,Medium,2.0,policy_44663,2,0,3,0,3,1.0,parking garage
37176,2016-06-13,Yes,Y,NJ,$597,Carrier_5,801.0,Low,1.0,policy_60957,2,1,1,0,2,0.0,unknown
37177,2017-04-03,No,N,NJ,"$1,667",Carrier_3,746.0,High,3.0,policy_56529,1,0,1,0,1,0.0,unknown
37178,2016-05-02,No,N,GA,"$19,511",Carrier_3,523.0,High,5.0,policy_33284,2,0,2,1,3,0.0,unknown
37179,2016-03-15,No,N,GA,"$1,917",Carrier_5,724.0,Medium,2.0,policy_31881,5,0,1,0,1,1.0,unknown
37180,2017-03-29,No,N,NY,"$7,639",Carrier_8,512.0,High,3.0,policy_69754,1,1,3,0,4,0.0,home/driveway
37181,2015-06-07,No,N,CT,"$3,624",Carrier_5,637.0,Low,3.0,policy_3844,1,3,3,0,6,0.0,unknown
37183,2016-12-27,Yes,Y,MN,"$7,191",Carrier_5,614.0,High,1.0,policy_38116,1,1,1,1,3,0.0,parking garage
37184,2016-09-10,Yes,Y,AL,"$6,715",Carrier_5,631.0,High,5.0,policy_1377,3,0,3,0,3,0.0,unknown
37185,2016-10-08,Yes,Y,CT,"$4,399",Carrier_7,707.0,Low,1.0,policy_3799,4,3,2,0,5,1.0,unknown
37186,2015-06-21,No,N,NY,"$2,612",Carrier_5,589.0,Medium,2.0,policy_83864,3,1,1,0,2,0.0,home/driveway
37187,2016-04-08,Yes,Y,FL,"$3,251",Carrier_1,633.0,Medium,2.0,policy_15630,1,2,2,0,4,0.0,unknown
37188,2017-03-22,No,N,FL,"$3,695",Other,606.0,Medium,2.0,policy_9695,6,1,1,0,2,0.0,unknown
37189,2015-12-24,Yes,Y,NY,"$5,945",Carrier_3,665.0,Low,1.0,policy_77811,6,3,3,0,6,0.0,home/driveway
37192,2015-02-14,No,N,NY,"$4,234",Carrier_5,649.0,Medium,3.0,policy_61789,3,2,2,0,4,0.0,unknown
37193,2016-05-11,No,N,MN,"$2,267",Carrier_5,627.0,High,1.0,policy_38796,1,3,1,0,4,0.0,unknown
37194,2017-04-28,No,N,NY,"$6,213",Carrier_3,547.0,High,2.0,policy_88249,5,2,1,1,4,0.0,parking garage
37196,2015-11-29,Yes,Y,CT,"$3,589",Carrier_5,659.0,Medium,2.0,policy_4784,1,1,1,1,3,0.0,parking garage
37199,2016-10-25,Yes,Y,WI,"$19,946",Carrier_1,508.0,High,3.0,policy_96019,2,2,3,0,5,0.0,unknown
37202,2017-03-20,No,N,WI,"$7,039",Other,587.0,Medium,2.0,policy_97195,3,0,2,0,2,0.0,home/driveway
37204,2016-06-30,No,N,MN,"$2,072",Carrier_5,676.0,Medium,2.0,policy_37761,1,1,3,0,4,1.0,unknown
37206,2016-04-28,No,N,NY,"$3,407",Carrier_4,558.0,High,5.0,policy_87206,1,0,3,0,3,0.0,unknown
37210,2018-05-19,No,N,NY,"$1,794",Carrier_5,731.0,Low,2.0,policy_90856,2,2,1,0,3,0.0,unknown
37211,2017-06-21,Yes,N,NJ,$909,Carrier_5,729.0,High,1.0,policy_45459,5,3,2,0,5,0.0,home/driveway
37212,2016-08-08,No,N,FL,"$2,143",Other,656.0,Medium,3.0,policy_29610,2,1,1,2,4,0.0,home/driveway
37214,2016-10-28,No,N,CT,"$2,732",Carrier_2,652.0,High,4.0,policy_2773,3,1,1,1,3,0.0,unknown
37215,2018-07-26,No,N,CT,"$2,130",Carrier_7,679.0,High,5.0,policy_6254,1,2,1,1,4,0.0,unknown
37216,2016-11-03,No,N,FL,"$7,142",Carrier_2,572.0,Medium,3.0,policy_17923,1,0,2,0,2,0.0,parking garage
37221,2018-02-24,No,N,NJ,$927,Carrier_6,744.0,Medium,1.0,policy_54253,3,0,2,1,3,0.0,unknown
37224,2018-06-28,No,N,NY,"$2,545",Carrier_8,652.0,Low,4.0,policy_79251,1,2,1,1,4,0.0,unknown
37226,2015-11-24,No,N,NJ,"$4,889",Carrier_6,736.0,Low,2.0,policy_48207,1,2,1,0,3,1.0,unknown
37227,2015-07-20,No,N,FL,"$9,490",Carrier_2,558.0,Low,1.0,policy_18889,1,1,2,2,5,0.0,unknown
37229,2015-01-05,No,N,FL,"$3,639",Carrier_5,574.0,Medium,1.0,policy_13462,2,1,1,0,2,0.0,unknown
37230,2017-11-02,Yes,Y,FL,"$5,395",Carrier_8,651.0,Medium,4.0,policy_14255,3,3,2,0,5,0.0,unknown
37231,2016-01-09,Yes,Y,NJ,"$1,623",Carrier_3,769.0,Low,3.0,policy_50412,3,2,1,2,5,0.0,unknown
37232,2016-06-10,No,N,FL,"$3,006",Carrier_7,641.0,High,5.0,policy_11708,2,1,1,0,2,0.0,unknown
37233,2018-02-16,No,N,WI,"$20,781",Carrier_2,594.0,High,5.0,policy_96112,1,1,2,1,4,0.0,home/driveway
37235,2015-04-01,Yes,Y,FL,"$3,119",Other,633.0,High,5.0,policy_13119,5,2,3,1,6,0.0,unknown
37237,2018-07-26,No,N,NY,"$5,578",Carrier_8,618.0,Medium,3.0,policy_81591,2,1,1,1,3,0.0,unknown
37238,2018-10-05,Yes,Y,FL,"$4,593",Carrier_5,619.0,High,3.0,policy_24162,3,2,1,0,3,0.0,unknown
37239,2016-02-09,No,N,MN,"$1,591",Carrier_5,683.0,Medium,2.0,policy_37891,1,1,2,0,3,0.0,home/driveway
37240,2018-07-26,Yes,Y,NY,"$3,514",Carrier_3,637.0,Medium,3.0,policy_94318,1,0,3,1,4,0.0,parking garage
37241,2016-05-11,Yes,Y,NJ,"$1,453",Carrier_6,732.0,Low,2.0,policy_41068,2,1,2,1,4,1.0,parking garage
37242,2015-03-04,Yes,N,FL,"$6,022",Carrier_7,531.0,High,5.0,policy_28137,2,2,3,0,5,0.0,unknown
37243,2017-09-14,Yes,Y,WI,"$9,872",Carrier_4,566.0,High,3.0,policy_95422,1,1,3,1,5,0.0,unknown
37244,2016-10-06,No,N,FL,"$3,768",Carrier_7,693.0,Low,1.0,policy_24370,5,1,1,2,4,0.0,unknown
37245,2018-05-12,No,N,NJ,"$6,035",Carrier_8,536.0,High,2.0,policy_49022,1,0,3,0,3,0.0,unknown
37248,2017-08-02,No,N,GA,"$51,397",Carrier_8,582.0,High,4.0,policy_34979,1,0,2,1,3,0.0,unknown
37250,2015-03-11,No,N,FL,"$4,031",Carrier_8,664.0,Medium,2.0,policy_7033,1,0,1,0,1,0.0,unknown
37251,2015-12-10,No,N,NJ,"$2,562",Carrier_5,704.0,Medium,2.0,policy_51987,3,0,1,1,2,0.0,unknown
37252,2016-07-04,No,N,NY,"$2,483",Carrier_5,626.0,Medium,2.0,policy_81287,1,0,3,2,5,0.0,unknown
37254,2017-12-27,No,N,FL,"$1,368",Carrier_6,742.0,Low,2.0,policy_12306,1,1,1,1,3,0.0,unknown
37259,2016-01-14,Yes,Y,FL,"$2,893",Carrier_2,706.0,Medium,4.0,policy_12238,1,1,1,1,3,0.0,unknown
37260,2017-02-19,No,N,GA,"$3,237",Carrier_3,657.0,Medium,2.0,policy_32770,4,1,1,2,4,0.0,unknown
37262,2016-12-07,No,N,WI,"$7,373",Carrier_1,563.0,High,5.0,policy_96582,4,2,2,0,4,0.0,unknown
37264,2015-07-25,Yes,N,FL,"$1,284",Carrier_2,716.0,Medium,2.0,policy_29373,2,0,1,1,2,1.0,unknown
37265,2016-12-07,No,N,MN,"$2,729",Carrier_1,624.0,High,5.0,policy_35211,5,1,1,0,2,0.0,unknown
37266,2015-09-18,No,N,AL,"$13,545",Carrier_3,587.0,High,2.0,policy_1278,1,0,2,2,4,0.0,unknown
37267,2015-10-14,No,N,CT,"$4,165",Carrier_4,638.0,Medium,2.0,policy_5353,1,1,1,0,2,0.0,unknown
37269,2017-05-28,No,N,FL,"$2,327",Carrier_1,552.0,Low,1.0,policy_8257,6,3,2,2,7,0.0,unknown
37271,2016-03-31,Yes,Y,NY,"$6,595",Carrier_5,509.0,Medium,3.0,policy_85032,4,0,2,0,2,0.0,unknown
37274,2015-06-19,Yes,Y,MN,"$2,097",Carrier_1,695.0,Medium,2.0,policy_37384,3,2,1,1,4,0.0,unknown
37275,2015-01-20,No,N,NJ,"$3,376",Carrier_3,615.0,Low,2.0,policy_56546,1,1,2,0,3,0.0,unknown
37276,2017-02-27,No,N,WI,"$1,949",Carrier_1,766.0,Medium,4.0,policy_99709,2,1,1,0,2,0.0,street
37280,2016-06-09,Yes,Y,CT,"$3,148",Carrier_2,661.0,High,5.0,policy_1893,2,0,3,0,3,0.0,unknown
37281,2016-04-18,No,N,NJ,"$2,308",Carrier_3,650.0,Low,1.0,policy_60483,1,1,1,1,3,0.0,unknown
37282,2016-09-13,Yes,N,NY,"$4,850",Carrier_1,685.0,Medium,5.0,policy_73873,3,0,1,2,3,0.0,unknown
37283,2016-03-11,No,N,NJ,"$2,125",Carrier_3,559.0,Medium,4.0,policy_43945,1,1,1,0,2,0.0,home/driveway
37284,2015-08-16,No,N,NY,"$2,275",Carrier_8,650.0,Medium,1.0,policy_74951,1,1,1,0,2,0.0,street
37285,2015-09-02,Yes,N,CT,"$5,565",Carrier_7,642.0,Medium,4.0,policy_5424,2,0,2,0,2,0.0,unknown
37286,2016-12-09,No,N,NY,"$11,740",Carrier_3,492.0,Medium,2.0,policy_67872,1,2,3,1,6,0.0,unknown
37287,2018-11-05,No,N,NY,"$11,084",Carrier_1,539.0,High,5.0,policy_87450,4,0,3,1,4,0.0,unknown
37291,2015-04-11,No,N,NY,"$9,154",Carrier_6,518.0,High,2.0,policy_94688,2,2,3,0,5,0.0,parking garage
37292,2018-09-02,No,N,FL,"$3,756",Carrier_1,641.0,High,1.0,policy_13877,2,0,1,0,1,0.0,unknown
37293,2016-09-16,No,N,NY,"$2,770",Carrier_1,677.0,High,1.0,policy_86719,2,3,2,1,6,0.0,street
37294,2016-07-19,No,N,NY,"$10,371",Carrier_8,522.0,Medium,2.0,policy_69191,4,1,2,1,4,0.0,parking garage
37295,2018-02-10,Yes,N,NY,"$2,313",Carrier_6,623.0,Low,1.0,policy_75292,1,1,1,2,4,0.0,home/driveway
37296,2018-02-08,No,N,FL,"$2,830",Carrier_5,694.0,High,4.0,policy_18855,2,1,1,0,2,0.0,unknown
37298,2016-01-18,No,N,NY,"$5,437",Carrier_3,716.0,Medium,1.0,policy_74129,2,0,3,0,3,0.0,unknown
37299,2018-02-28,Yes,Y,NY,"$6,571",Carrier_3,469.0,High,4.0,policy_69007,1,1,2,0,3,0.0,unknown
37300,2015-11-28,No,N,NY,"$6,568",Carrier_3,629.0,High,4.0,policy_73645,2,1,1,0,2,0.0,unknown
37301,2016-05-10,No,N,NJ,"$1,822",Carrier_5,769.0,High,3.0,policy_52641,6,3,1,0,4,0.0,parking garage
37302,2016-06-24,No,N,NY,"$6,792",Carrier_3,586.0,High,5.0,policy_72244,1,1,3,1,5,0.0,unknown
37304,2016-11-20,No,N,GA,"$4,664",Carrier_2,644.0,High,5.0,policy_34632,3,3,2,1,6,0.0,parking garage
37306,2017-11-28,No,N,NJ,"$1,530",Carrier_4,782.0,Medium,2.0,policy_45179,5,3,2,0,5,1.0,unknown
37308,2016-08-10,Yes,N,FL,"$2,015",Carrier_5,610.0,High,5.0,policy_26951,3,1,1,0,2,0.0,unknown
37310,2018-05-22,No,N,NY,"$6,689",Carrier_6,561.0,High,5.0,policy_70690,2,0,1,0,1,0.0,unknown
37311,2018-04-21,Yes,Y,NJ,$474,Carrier_5,742.0,Low,1.0,policy_54942,1,0,3,1,4,0.0,unknown
37313,2015-01-23,No,N,NJ,"$1,133",Carrier_3,778.0,Medium,1.0,policy_47999,1,3,1,0,4,1.0,unknown
37315,2018-11-19,Yes,N,WI,"$14,811",Carrier_6,584.0,High,5.0,policy_96168,3,0,3,1,4,0.0,unknown
37316,2016-11-27,No,N,MN,"$1,203",Carrier_1,730.0,Low,2.0,policy_39321,3,2,2,0,4,0.0,unknown
37318,2015-12-20,Yes,Y,NY,"$8,318",Carrier_1,547.0,High,4.0,policy_79622,1,3,3,2,8,0.0,unknown
37319,2018-12-17,No,N,NY,"$7,421",Carrier_8,580.0,Medium,4.0,policy_71867,1,3,2,0,5,0.0,unknown
37320,2015-07-26,Yes,Y,NY,"$3,988",Carrier_1,614.0,Low,2.0,policy_63426,3,2,2,1,5,0.0,unknown
37321,2015-08-26,No,N,NY,"$8,209",Carrier_7,570.0,High,2.0,policy_90942,3,1,1,0,2,0.0,unknown
37324,2015-08-10,No,N,GA,"$21,083",Carrier_4,537.0,High,5.0,policy_34264,2,0,2,0,2,0.0,unknown
37325,2018-03-14,No,N,NJ,"$1,952",Carrier_3,692.0,Low,2.0,policy_50631,3,2,3,0,5,0.0,unknown
37327,2016-02-18,No,N,NY,"$2,416",Carrier_5,637.0,Low,1.0,policy_81130,5,2,2,1,5,1.0,unknown
37328,2018-12-19,No,N,CT,"$1,069",Carrier_7,733.0,Medium,5.0,policy_4722,2,0,2,0,2,0.0,home/driveway
37329,2017-11-01,No,N,NY,"$4,840",Carrier_1,645.0,Low,1.0,policy_71529,1,1,2,0,3,0.0,home/driveway
37331,2018-11-20,No,N,NY,"$4,416",Carrier_6,586.0,Medium,3.0,policy_72114,2,0,1,0,1,0.0,unknown
37332,2015-03-18,No,N,FL,"$6,003",Carrier_2,552.0,High,5.0,policy_26434,2,2,3,0,5,0.0,unknown
37333,2015-05-27,No,N,NJ,"$1,468",Carrier_6,787.0,Low,3.0,policy_54677,3,0,2,1,3,0.0,unknown
37334,2018-01-28,No,N,NY,"$4,488",Carrier_1,688.0,Medium,2.0,policy_84228,3,2,1,1,4,0.0,unknown
37335,2015-07-21,No,N,NJ,"$2,098",Carrier_5,626.0,Low,3.0,policy_54577,1,1,1,2,4,0.0,unknown
37337,2016-05-25,No,N,FL,"$1,771",Carrier_3,784.0,Low,3.0,policy_17760,2,1,3,1,5,0.0,unknown
37340,2018-07-29,No,N,NY,"$4,592",Carrier_1,668.0,Low,1.0,policy_78963,1,1,1,1,3,0.0,home/driveway
37342,2016-05-04,No,N,MN,$685,Carrier_3,712.0,Medium,2.0,policy_38255,1,1,3,1,5,0.0,unknown
37344,2015-06-08,No,N,FL,"$4,617",Carrier_2,681.0,Medium,3.0,policy_14922,3,1,1,1,3,1.0,street
37345,2016-05-23,No,N,NY,"$7,708",Carrier_8,538.0,High,3.0,policy_88951,2,3,3,1,7,0.0,parking garage
37347,2016-01-22,No,N,FL,"$3,363",Carrier_4,629.0,Low,2.0,policy_23134,2,2,3,1,6,0.0,parking garage
37348,2018-06-14,No,N,WI,"$2,622",Carrier_2,664.0,High,5.0,policy_99330,3,1,1,0,2,0.0,unknown
37349,2017-03-23,No,N,NY,"$10,270",Carrier_6,555.0,High,5.0,policy_72165,3,0,1,1,2,0.0,street
37350,2017-01-05,No,N,FL,"$1,947",Carrier_2,709.0,Low,1.0,policy_16652,2,1,3,0,4,0.0,unknown
37351,2016-01-27,No,N,WI,"$47,805",Carrier_6,579.0,Medium,3.0,policy_99815,3,2,2,1,5,0.0,unknown
37352,2015-01-17,No,N,AL,"$21,536",Carrier_6,619.0,High,3.0,policy_141,1,0,1,1,2,0.0,unknown
37353,2015-09-12,Yes,Y,NY,"$2,770",Carrier_8,656.0,Low,2.0,policy_76086,1,3,2,0,5,0.0,parking garage
37354,2017-08-25,Yes,Y,NJ,"$2,211",Carrier_6,668.0,Low,3.0,policy_45188,1,1,2,0,3,0.0,unknown
37355,2018-07-07,No,N,NJ,"$6,260",Carrier_6,588.0,High,4.0,policy_55085,3,1,2,0,3,0.0,unknown
37357,2016-12-12,No,N,NJ,"$1,994",Carrier_6,755.0,Low,3.0,policy_54979,3,1,2,2,5,0.0,unknown
37358,2015-08-26,No,N,NY,"$5,059",Carrier_5,687.0,Low,1.0,policy_81846,1,1,3,0,4,0.0,unknown
37362,2015-04-14,No,N,NJ,"$3,403",Carrier_5,655.0,Low,2.0,policy_45144,2,1,3,0,4,0.0,unknown
37364,2017-12-14,No,N,FL,"$3,693",Carrier_5,649.0,Medium,1.0,policy_16809,3,2,2,0,4,0.0,unknown
37365,2016-10-29,No,N,NY,"$7,818",Carrier_6,560.0,High,4.0,policy_66099,1,2,1,0,3,0.0,unknown
37366,2015-01-14,No,N,FL,"$2,330",Carrier_5,581.0,High,5.0,policy_12649,1,3,1,0,4,0.0,unknown
37367,2015-10-25,No,N,MN,"$1,253",Carrier_5,733.0,Medium,2.0,policy_40065,1,1,2,0,3,0.0,home/driveway
37368,2015-03-30,Yes,Y,CT,"$3,881",Carrier_5,680.0,Medium,5.0,policy_5999,1,3,1,0,4,0.0,unknown
37370,2018-09-22,No,N,FL,"$5,274",Carrier_3,770.0,High,4.0,policy_24866,1,1,1,0,2,0.0,unknown
37372,2015-12-17,Yes,Y,WI,"$21,821",Carrier_1,578.0,High,5.0,policy_98681,3,1,2,0,3,0.0,unknown
37374,2018-07-11,No,N,MN,"$2,144",Carrier_5,637.0,Low,1.0,policy_38744,3,2,1,1,4,0.0,unknown
37376,2016-06-25,Yes,Y,FL,"$1,166",Other,778.0,High,4.0,policy_25941,1,2,2,2,6,0.0,unknown
37378,2015-11-26,No,N,GA,"$12,390",Carrier_4,549.0,High,2.0,policy_33255,2,1,2,1,4,0.0,unknown
37381,2018-01-20,No,N,AL,"$5,913",Carrier_7,598.0,Medium,5.0,policy_887,3,2,2,2,6,0.0,parking garage
37383,2018-10-16,Yes,N,FL,"$2,330",Carrier_7,628.0,Low,1.0,policy_26742,3,2,1,0,3,0.0,parking garage
37385,2016-05-19,Yes,N,GA,"$6,764",Carrier_5,615.0,Medium,5.0,policy_34544,1,1,1,1,3,0.0,unknown
37387,2015-06-03,No,N,NJ,"$2,203",Carrier_1,649.0,Low,1.0,policy_49015,1,2,1,1,4,0.0,unknown
37388,2016-05-23,No,N,NY,"$7,275",Carrier_5,580.0,High,3.0,policy_86667,2,1,2,0,3,0.0,unknown
37389,2016-12-10,No,N,CT,"$5,207",Carrier_6,637.0,Medium,3.0,policy_4426,3,1,2,0,3,0.0,unknown
37390,2016-05-06,No,N,NY,"$13,308",Carrier_5,554.0,High,5.0,policy_93677,1,2,1,0,3,1.0,unknown
37391,2016-05-28,No,N,NY,"$8,981",Carrier_1,590.0,Medium,4.0,policy_91297,1,1,1,2,4,0.0,unknown
37392,2016-02-29,No,N,NY,"$2,871",Carrier_6,635.0,High,1.0,policy_80758,3,2,2,0,4,0.0,parking garage
37393,2015-11-05,No,N,GA,"$30,569",Carrier_2,562.0,High,4.0,policy_32903,2,0,3,1,4,0.0,unknown
37395,2018-05-02,No,N,MN,"$1,134",Carrier_5,769.0,Low,2.0,policy_39097,5,0,2,0,2,0.0,unknown
37397,2015-12-18,No,N,FL,"$1,692",Carrier_2,717.0,Low,3.0,policy_12340,3,0,2,0,2,0.0,home/driveway
37398,2018-05-06,No,N,AL,"$25,448",Carrier_3,571.0,High,5.0,policy_505,2,0,3,0,3,0.0,unknown
37399,2018-03-24,No,N,FL,"$3,963",Carrier_6,677.0,Low,1.0,policy_7110,4,2,2,0,4,0.0,unknown
37401,2018-04-29,Yes,N,CT,"$1,548",Carrier_6,729.0,Medium,2.0,policy_5269,3,2,2,0,4,0.0,parking garage
37402,2018-10-29,No,N,NY,"$7,001",Carrier_5,575.0,High,4.0,policy_67245,1,0,2,1,3,0.0,unknown
37405,2015-07-13,No,N,MN,"$8,536",Carrier_5,572.0,Medium,2.0,policy_37585,3,0,1,0,1,0.0,street
37408,2016-12-19,No,N,FL,"$5,567",Carrier_5,697.0,High,3.0,policy_11850,1,1,1,0,2,0.0,unknown
37409,2016-01-19,No,N,GA,"$31,296",Carrier_4,447.0,High,5.0,policy_33563,4,1,2,0,3,0.0,street
37410,2016-08-31,Yes,Y,FL,"$4,297",Carrier_1,676.0,Medium,1.0,policy_11182,2,1,1,2,4,0.0,unknown
37413,2017-06-29,No,N,FL,$870,Carrier_2,728.0,Medium,2.0,policy_26415,6,1,2,0,3,0.0,home/driveway
37414,2018-07-30,No,N,NJ,$832,Carrier_3,754.0,Medium,2.0,policy_51348,2,2,1,1,4,0.0,parking garage
37416,2016-01-15,No,N,NJ,$850,Carrier_4,724.0,Low,2.0,policy_48003,1,1,1,2,4,1.0,unknown
37419,2016-08-04,Yes,N,NY,"$3,921",Carrier_8,619.0,High,4.0,policy_71081,3,0,1,0,1,0.0,unknown
37420,2016-12-30,Yes,N,NY,"$9,546",Carrier_1,595.0,Low,2.0,policy_91690,3,1,1,1,3,0.0,unknown
37422,2018-11-27,Yes,Y,GA,"$7,376",Carrier_6,474.0,High,5.0,policy_31477,2,1,2,0,3,0.0,unknown
37423,2016-09-04,No,N,NJ,"$3,102",Carrier_4,605.0,Low,2.0,policy_52849,3,0,2,2,4,0.0,unknown
37425,2015-03-08,No,N,FL,"$3,514",Other,661.0,Medium,2.0,policy_9370,2,2,2,0,4,0.0,unknown
37426,2016-09-28,Yes,N,NY,"$5,362",Carrier_1,691.0,High,5.0,policy_77094,3,2,2,0,4,0.0,street
37427,2015-10-28,No,N,NY,"$2,633",Carrier_5,658.0,Medium,4.0,policy_64045,3,3,2,1,6,0.0,street
37429,2017-08-02,No,N,CT,"$2,363",Other,615.0,Medium,3.0,policy_5675,1,3,2,1,6,0.0,unknown
37430,2016-06-08,No,N,NJ,$610,Carrier_3,793.0,Low,3.0,policy_43654,2,0,3,1,4,0.0,home/driveway
37432,2016-07-15,No,N,FL,"$2,711",Carrier_1,644.0,Low,1.0,policy_18892,4,1,1,2,4,0.0,home/driveway
37434,2016-04-25,No,N,FL,"$5,031",Carrier_5,691.0,Medium,4.0,policy_15283,4,1,2,0,3,0.0,home/driveway
37436,2017-12-10,Yes,Y,NY,"$7,777",Carrier_6,563.0,Medium,4.0,policy_87305,3,0,1,0,1,0.0,street
37437,2015-01-29,Yes,Y,AL,"$7,581",Carrier_6,462.0,High,3.0,policy_760,1,2,1,0,3,0.0,unknown
37439,2016-02-25,No,N,NY,"$6,245",Carrier_8,468.0,High,4.0,policy_72809,2,0,2,0,2,0.0,unknown
37442,2015-12-11,No,N,FL,"$1,362",Carrier_6,791.0,Medium,2.0,policy_6957,1,1,2,0,3,0.0,unknown
37443,2016-05-31,No,N,FL,"$4,543",Carrier_2,713.0,Medium,3.0,policy_8401,2,0,1,1,2,0.0,parking garage
37444,2015-07-17,Yes,Y,NY,"$4,281",Carrier_5,643.0,Low,4.0,policy_82338,6,1,1,0,2,1.0,unknown
37445,2015-10-18,Yes,Y,FL,"$6,677",Carrier_5,515.0,High,4.0,policy_23149,2,0,2,1,3,0.0,unknown
37446,2016-01-23,Yes,N,NJ,"$3,093",Carrier_6,639.0,Low,2.0,policy_41730,1,3,2,0,5,0.0,parking garage
37447,2015-04-26,No,N,NY,"$2,756",Carrier_6,638.0,High,5.0,policy_83125,1,0,1,0,1,0.0,parking garage
37450,2016-08-28,No,N,NJ,"$3,602",Carrier_5,692.0,High,5.0,policy_59935,1,3,2,0,5,0.0,unknown
37451,2018-03-04,Yes,Y,FL,"$5,509",Carrier_1,681.0,Medium,4.0,policy_21071,1,1,3,1,5,0.0,unknown
37452,2017-12-31,No,N,NY,"$5,129",Carrier_1,618.0,Medium,1.0,policy_93611,4,1,1,0,2,0.0,unknown
37453,2018-02-10,Yes,Y,FL,"$8,033",Carrier_5,543.0,High,5.0,policy_16058,3,1,2,0,3,0.0,parking garage
37455,2018-12-05,No,N,FL,"$3,498",Carrier_5,626.0,Medium,1.0,policy_18032,3,0,1,1,2,0.0,unknown
37456,2015-09-03,Yes,N,NY,"$3,334",Carrier_8,630.0,Medium,4.0,policy_75906,2,2,2,0,4,0.0,street
37458,2018-06-23,No,N,NJ,$885,Carrier_1,707.0,Medium,4.0,policy_51305,1,3,3,0,6,0.0,unknown
37459,2015-09-14,Yes,Y,FL,"$1,094",Carrier_7,742.0,Medium,3.0,policy_28150,2,2,2,1,5,1.0,unknown
37461,2017-07-30,No,N,NY,"$3,886",Carrier_1,673.0,Medium,3.0,policy_92222,1,1,1,0,2,1.0,unknown
37463,2015-01-09,No,N,FL,"$1,761",Other,735.0,High,2.0,policy_21289,1,1,1,0,2,1.0,street
37464,2016-11-08,Yes,Y,WI,"$16,628",Carrier_8,624.0,High,5.0,policy_99105,1,3,1,2,6,0.0,unknown
37466,2016-11-10,Yes,Y,NJ,$641,Carrier_4,820.0,High,5.0,policy_57920,1,0,1,1,2,0.0,unknown
37467,2016-08-30,No,N,MN,"$2,884",Carrier_3,634.0,Low,5.0,policy_37514,3,3,1,0,4,0.0,unknown
37469,2016-08-17,No,N,NJ,"$2,117",Carrier_6,578.0,Medium,3.0,policy_56250,2,1,2,0,3,0.0,unknown
37473,2016-07-09,Yes,N,NJ,"$2,978",Carrier_6,653.0,High,5.0,policy_45698,1,2,1,2,5,0.0,unknown
37474,2016-12-22,No,N,FL,"$1,980",Carrier_7,728.0,Low,1.0,policy_26915,2,1,2,1,4,0.0,street
37477,2016-06-13,No,N,WI,"$9,343",Carrier_8,520.0,High,4.0,policy_98159,2,1,1,1,3,0.0,unknown
37480,2017-02-19,No,N,CT,"$2,893",Carrier_2,690.0,Medium,5.0,policy_6025,3,3,2,1,6,0.0,home/driveway
37482,2015-06-24,No,N,NY,"$3,193",Carrier_5,651.0,Low,3.0,policy_91616,2,1,1,0,2,0.0,home/driveway
37484,2016-10-08,No,N,FL,"$4,226",Other,678.0,Medium,3.0,policy_20347,1,2,2,1,5,0.0,unknown
37486,2017-02-02,No,N,GA,"$8,888",Carrier_3,566.0,Medium,2.0,policy_34566,1,0,1,1,2,0.0,unknown
37489,2017-04-04,No,N,NY,"$8,515",Carrier_8,554.0,High,4.0,policy_88408,4,1,1,2,4,0.0,unknown
37490,2017-04-22,No,N,WI,"$6,744",Carrier_6,486.0,High,5.0,policy_99281,1,1,2,0,3,0.0,unknown
37491,2016-02-12,Yes,Y,NJ,"$1,507",Carrier_3,780.0,Medium,4.0,policy_60361,3,2,1,0,3,0.0,unknown
37492,2015-03-24,No,N,NJ,"$1,810",Carrier_4,727.0,Low,1.0,policy_57071,2,1,1,0,2,0.0,unknown
37494,2016-05-29,No,N,FL,"$3,069",Carrier_1,634.0,Medium,4.0,policy_26890,3,0,1,0,1,0.0,home/driveway
37497,2017-08-01,No,N,FL,"$2,460",Carrier_2,604.0,Medium,4.0,policy_21551,1,1,1,1,3,1.0,unknown
37501,2015-03-30,No,N,NY,"$4,774",Carrier_6,652.0,Medium,2.0,policy_72086,1,2,1,0,3,0.0,unknown
37502,2016-08-31,No,N,GA,"$20,938",Carrier_2,486.0,High,1.0,policy_34798,1,2,2,0,4,0.0,unknown
37503,2017-05-08,Yes,Y,FL,"$9,197",Carrier_7,561.0,Medium,2.0,policy_23837,3,2,1,0,3,0.0,unknown
