,policy_id,gender,living_status,age,safty_rating,high_education_ind
197392,policy_95699,M,rent,65,75.0,1.0
197394,policy_95701,M,rent,47,65.0,1.0
197395,policy_95701,M,rent,44,62.0,1.0
197399,policy_95703,M,rent,36,73.0,1.0
197400,policy_95703,F,rent,59,76.0,1.0
197401,policy_95703,M,dependent,19,57.0,0.0
197402,policy_95704,F,own,50,81.0,1.0
197403,policy_95704,F,dependent,21,66.0,0.0
197404,policy_95704,F,dependent,16,38.0,0.0
197408,policy_95706,F,rent,45,73.0,1.0
197409,policy_95706,F,rent,39,77.0,1.0
197410,policy_95706,M,dependent,17,83.0,0.0
197412,policy_95708,F,own,32,84.0,0.0
197417,policy_95710,M,own,61,85.0,0.0
197419,policy_95712,F,own,63,85.0,0.0
197420,policy_95712,F,own,46,46.0,1.0
197421,policy_95712,F,dependent,18,51.0,0.0
197422,policy_95712,M,dependent,18,70.0,0.0
197423,policy_95713,F,own,78,85.0,1.0
197424,policy_95713,F,own,54,88.0,0.0
197425,policy_95714,M,own,59,75.0,1.0
197426,policy_95714,F,dependent,17,59.0,0.0
197428,policy_95716,F,own,40,98.0,1.0
197429,policy_95717,M,rent,65,46.0,0.0
197430,policy_95717,F,rent,52,96.0,1.0
197431,policy_95718,F,rent,50,94.0,1.0
197432,policy_95719,M,rent,65,61.0,1.0
197434,policy_95721,M,own,52,75.0,1.0
197443,policy_95726,F,own,55,86.0,0.0
197444,policy_95726,F,own,40,73.0,1.0
197445,policy_95727,M,own,56,73.0,1.0
197446,policy_95727,M,dependent,18,57.0,0.0
197447,policy_95727,M,dependent,19,67.0,0.0
197454,policy_95730,F,rent,82,82.0,1.0
197455,policy_95731,F,rent,51,74.0,1.0
197456,policy_95732,F,own,58,51.0,0.0
197457,policy_95733,M,own,53,69.0,1.0
197458,policy_95734,F,own,48,76.0,0.0
197459,policy_95734,M,own,28,55.0,1.0
197460,policy_95734,M,dependent,20,76.0,0.0
197461,policy_95734,M,dependent,17,86.0,0.0
197462,policy_95734,M,dependent,19,84.0,0.0
197463,policy_95734,F,dependent,17,74.0,0.0
197465,policy_95736,M,own,39,92.0,1.0
197466,policy_95736,F,own,55,93.0,0.0
197467,policy_95737,M,own,58,78.0,1.0
197468,policy_95737,F,own,44,87.0,0.0
197476,policy_95742,M,own,36,61.0,1.0
197477,policy_95742,M,own,74,81.0,0.0
197478,policy_95742,F,dependent,18,57.0,0.0
197479,policy_95743,M,rent,51,60.0,1.0
197480,policy_95743,F,dependent,18,62.0,0.0
197481,policy_95743,M,dependent,19,48.0,0.0
197482,policy_95744,M,rent,49,84.0,0.0
197485,policy_95746,M,own,47,95.0,0.0
197486,policy_95747,M,rent,46,47.0,1.0
197495,policy_95751,M,rent,49,57.0,0.0
197496,policy_95751,F,rent,67,67.0,0.0
197497,policy_95751,F,dependent,19,75.0,0.0
197498,policy_95752,M,own,35,90.0,1.0
197499,policy_95752,M,own,49,60.0,0.0
197500,policy_95752,F,dependent,19,47.0,0.0
197501,policy_95753,F,own,48,82.0,1.0
197502,policy_95754,M,dependent,16,44.0,0.0
197506,policy_95756,M,rent,59,72.0,0.0
197507,policy_95756,F,rent,53,53.0,1.0
197510,policy_95759,F,own,38,71.0,1.0
197512,policy_95761,M,own,42,59.0,0.0
197513,policy_95761,F,own,55,75.0,1.0
197514,policy_95762,M,own,49,67.0,1.0
197515,policy_95762,F,dependent,18,62.0,0.0
197516,policy_95763,M,rent,51,76.0,0.0
197517,policy_95764,M,rent,69,47.0,1.0
197518,policy_95764,M,dependent,18,84.0,0.0
197519,policy_95764,F,dependent,20,86.0,0.0
197520,policy_95765,M,rent,51,63.0,1.0
197521,policy_95765,F,rent,45,,1.0
197525,policy_95767,M,rent,49,95.0,1.0
197526,policy_95768,M,own,64,81.0,1.0
197527,policy_95768,F,dependent,17,58.0,0.0
197528,policy_95768,M,dependent,17,65.0,0.0
197529,policy_95769,F,rent,58,63.0,0.0
197532,policy_95771,M,own,41,82.0,0.0
197533,policy_95771,M,dependent,18,83.0,0.0
197534,policy_95771,F,dependent,17,66.0,0.0
197535,policy_95772,F,own,58,63.0,1.0
197537,policy_95774,F,own,50,40.0,0.0
197538,policy_95774,F,own,70,73.0,1.0
197539,policy_95774,F,dependent,18,84.0,0.0
197540,policy_95775,M,own,55,99.0,1.0
197541,policy_95775,F,dependent,16,74.0,0.0
197542,policy_95775,M,dependent,20,55.0,0.0
197545,policy_95778,F,rent,72,76.0,1.0
197546,policy_95778,F,rent,84,89.0,1.0
197547,policy_95778,F,dependent,20,71.0,0.0
197548,policy_95778,M,dependent,19,59.0,0.0
197549,policy_95779,F,own,38,87.0,1.0
197550,policy_95779,F,dependent,18,65.0,0.0
197554,policy_95781,F,own,54,85.0,1.0
197556,policy_95783,M,own,58,79.0,1.0
197557,policy_95783,F,own,46,90.0,1.0
197559,policy_95785,F,rent,52,56.0,0.0
197560,policy_95785,F,rent,41,55.0,1.0
197561,policy_95785,M,dependent,20,71.0,0.0
197562,policy_95786,M,own,51,91.0,0.0
197567,policy_95790,F,rent,43,55.0,1.0
197568,policy_95790,F,rent,63,80.0,0.0
197569,policy_95791,F,rent,42,86.0,1.0
197570,policy_95791,F,dependent,20,79.0,0.0
197572,policy_95793,M,own,76,61.0,0.0
197575,policy_95796,M,own,48,82.0,0.0
197576,policy_95797,F,rent,46,72.0,0.0
197577,policy_95797,M,rent,36,32.0,1.0
197578,policy_95798,F,rent,58,82.0,0.0
197579,policy_95798,F,dependent,18,41.0,0.0
197580,policy_95799,F,own,65,70.0,0.0
197581,policy_95799,F,dependent,17,56.0,0.0
197582,policy_95799,M,dependent,18,77.0,0.0
197592,policy_95804,M,rent,47,80.0,1.0
197593,policy_95805,F,rent,48,64.0,0.0
197596,policy_95807,M,rent,51,85.0,0.0
197597,policy_95807,F,rent,46,74.0,1.0
197598,policy_95808,F,own,69,77.0,1.0
197599,policy_95808,F,dependent,17,66.0,0.0
197600,policy_95808,M,dependent,19,72.0,0.0
197601,policy_95809,F,own,70,11.0,0.0
197607,policy_95813,M,own,37,98.0,1.0
197608,policy_95813,M,own,74,96.0,1.0
197610,policy_95815,M,own,57,93.0,1.0
197611,policy_95815,F,own,76,73.0,1.0
197612,policy_95815,F,dependent,19,88.0,0.0
197613,policy_95815,M,dependent,17,79.0,0.0
197614,policy_95815,F,dependent,17,65.0,0.0
197615,policy_95816,M,rent,55,62.0,0.0
197616,policy_95816,F,rent,56,63.0,0.0
197617,policy_95816,M,dependent,17,80.0,0.0
197618,policy_95817,F,own,72,96.0,0.0
197619,policy_95817,F,dependent,18,77.0,0.0
197620,policy_95818,F,own,41,70.0,1.0
197621,policy_95818,M,own,60,78.0,0.0
197622,policy_95819,F,own,52,83.0,1.0
197623,policy_95819,F,dependent,17,63.0,0.0
197624,policy_95819,F,dependent,18,67.0,0.0
197625,policy_95819,M,dependent,18,74.0,0.0
197626,policy_95819,F,dependent,18,81.0,0.0
197627,policy_95820,F,own,44,72.0,1.0
197638,policy_95826,F,own,62,67.0,0.0
197647,policy_95831,M,rent,67,94.0,1.0
197648,policy_95832,F,rent,54,52.0,1.0
197649,policy_95832,F,dependent,17,46.0,0.0
197657,policy_95836,M,own,53,85.0,0.0
197658,policy_95836,M,own,51,81.0,1.0
197659,policy_95836,F,dependent,17,55.0,0.0
197660,policy_95836,F,dependent,17,42.0,0.0
197661,policy_95836,M,dependent,18,77.0,0.0
197662,policy_95837,F,own,58,74.0,1.0
197663,policy_95837,F,own,45,88.0,1.0
197664,policy_95837,F,dependent,19,26.0,0.0
197665,policy_95838,M,own,37,91.0,1.0
197666,policy_95838,F,own,54,78.0,0.0
197667,policy_95838,F,dependent,19,57.0,0.0
197668,policy_95839,M,rent,63,89.0,0.0
197669,policy_95839,F,rent,48,57.0,0.0
197670,policy_95840,F,own,41,93.0,1.0
197671,policy_95840,F,dependent,18,23.0,0.0
197672,policy_95840,F,dependent,19,71.0,0.0
197673,policy_95840,M,dependent,19,65.0,0.0
197674,policy_95841,F,own,65,81.0,1.0
197675,policy_95841,F,own,51,69.0,0.0
197676,policy_95841,F,dependent,16,48.0,0.0
197677,policy_95842,M,rent,69,81.0,1.0
197678,policy_95842,F,rent,40,76.0,1.0
197679,policy_95842,F,dependent,17,66.0,0.0
197680,policy_95843,M,own,51,75.0,1.0
197681,policy_95843,M,own,52,65.0,1.0
197682,policy_95843,M,dependent,18,57.0,0.0
197683,policy_95843,M,dependent,19,27.0,0.0
197684,policy_95843,F,dependent,18,53.0,0.0
197685,policy_95843,F,dependent,17,82.0,0.0
197686,policy_95844,M,rent,46,49.0,1.0
197691,policy_95847,M,own,38,74.0,1.0
197692,policy_95847,F,dependent,18,54.0,0.0
197693,policy_95847,M,dependent,17,39.0,0.0
197694,policy_95847,F,dependent,18,57.0,0.0
197698,policy_95849,F,rent,44,85.0,1.0
197699,policy_95849,F,rent,58,59.0,1.0
197700,policy_95850,F,own,90,69.0,0.0
197701,policy_95851,M,rent,56,84.0,0.0
197702,policy_95851,F,rent,42,74.0,0.0
197703,policy_95851,F,dependent,18,45.0,0.0
197704,policy_95851,M,dependent,18,76.0,0.0
197705,policy_95852,M,rent,53,53.0,0.0
197706,policy_95852,F,rent,38,94.0,1.0
197707,policy_95852,F,dependent,18,72.0,0.0
197708,policy_95852,M,dependent,16,73.0,0.0
197709,policy_95852,M,dependent,17,79.0,0.0
197712,policy_95854,F,own,52,68.0,1.0
197713,policy_95854,F,own,46,77.0,
197714,policy_95855,M,rent,41,83.0,0.0
197715,policy_95855,F,dependent,17,60.0,0.0
197716,policy_95855,M,dependent,16,33.0,0.0
197717,policy_95855,M,dependent,18,77.0,0.0
197718,policy_95855,F,dependent,17,6.0,0.0
197719,policy_95855,M,dependent,19,53.0,0.0
197720,policy_95856,F,own,42,25.0,1.0
197721,policy_95856,F,own,46,91.0,0.0
197724,policy_95858,F,dependent,19,83.0,0.0
197726,policy_95860,M,rent,45,87.0,1.0
197727,policy_95860,F,rent,30,55.0,0.0
197728,policy_95860,M,dependent,18,35.0,0.0
197729,policy_95861,F,own,51,43.0,1.0
197732,policy_95863,F,rent,53,74.0,1.0
197736,policy_95866,M,own,62,82.0,1.0
197737,policy_95866,M,own,39,77.0,0.0
197738,policy_95866,F,dependent,17,45.0,0.0
197748,policy_95869,F,own,35,89.0,1.0
197749,policy_95870,F,rent,35,79.0,0.0
197750,policy_95871,M,rent,42,78.0,1.0
197751,policy_95872,M,rent,33,77.0,0.0
197755,policy_95875,F,own,50,80.0,1.0
197756,policy_95875,F,dependent,20,79.0,0.0
197763,policy_95879,M,rent,72,47.0,0.0
197764,policy_95879,F,rent,39,60.0,1.0
197765,policy_95879,M,dependent,19,69.0,0.0
197766,policy_95879,F,dependent,16,48.0,0.0
197767,policy_95879,M,dependent,19,77.0,0.0
197772,policy_95882,F,rent,40,95.0,0.0
197773,policy_95882,F,rent,38,73.0,
197774,policy_95882,M,dependent,19,12.0,0.0
197776,policy_95884,M,own,72,52.0,1.0
197777,policy_95884,F,own,56,38.0,1.0
197778,policy_95884,M,dependent,18,27.0,0.0
197779,policy_95884,M,dependent,18,81.0,0.0
197780,policy_95884,M,dependent,17,71.0,0.0
197785,policy_95888,M,own,50,40.0,1.0
197786,policy_95888,F,own,46,11.0,0.0
197792,policy_95891,M,own,43,79.0,1.0
197793,policy_95892,M,rent,33,91.0,1.0
197794,policy_95892,M,dependent,17,39.0,0.0
197795,policy_95892,M,dependent,18,66.0,0.0
197796,policy_95893,M,own,37,67.0,1.0
197797,policy_95893,F,own,35,76.0,1.0
197798,policy_95893,F,dependent,17,78.0,0.0
197799,policy_95894,M,rent,70,83.0,1.0
197800,policy_95894,F,rent,49,51.0,0.0
197801,policy_95895,M,rent,50,73.0,0.0
197802,policy_95896,M,dependent,17,77.0,0.0
197805,policy_95899,M,own,45,63.0,1.0
197808,policy_95901,M,own,57,59.0,1.0
197809,policy_95901,F,dependent,19,23.0,0.0
197810,policy_95902,F,rent,53,88.0,1.0
197811,policy_95902,F,rent,43,76.0,0.0
197816,policy_95906,F,rent,57,64.0,1.0
197817,policy_95906,M,rent,49,66.0,1.0
197821,policy_95908,F,own,32,40.0,1.0
197822,policy_95908,F,own,55,74.0,1.0
197823,policy_95908,F,dependent,17,17.0,0.0
197824,policy_95908,F,dependent,17,90.0,0.0
197825,policy_95908,M,dependent,17,82.0,0.0
197826,policy_95909,M,rent,39,66.0,0.0
197829,policy_95912,M,own,53,84.0,1.0
197830,policy_95912,F,dependent,19,26.0,0.0
197831,policy_95912,M,dependent,17,88.0,0.0
197832,policy_95912,M,dependent,18,57.0,0.0
197833,policy_95912,M,dependent,20,57.0,0.0
197834,policy_95913,M,own,63,72.0,1.0
197835,policy_95913,F,own,64,97.0,1.0
197836,policy_95913,M,dependent,21,85.0,0.0
197837,policy_95913,M,dependent,18,42.0,0.0
197838,policy_95914,F,own,50,81.0,1.0
197839,policy_95914,M,own,40,80.0,0.0
197840,policy_95914,F,dependent,18,49.0,0.0
197841,policy_95914,F,dependent,17,69.0,0.0
197842,policy_95914,M,dependent,17,29.0,0.0
197843,policy_95914,F,dependent,18,65.0,0.0
197844,policy_95915,M,rent,45,84.0,1.0
197845,policy_95915,F,rent,59,2.0,0.0
197846,policy_95915,F,dependent,17,52.0,0.0
197847,policy_95915,F,dependent,18,67.0,0.0
197848,policy_95916,M,own,47,81.0,0.0
197849,policy_95916,F,own,58,84.0,1.0
197850,policy_95916,F,dependent,17,85.0,0.0
197851,policy_95916,M,dependent,17,53.0,0.0
197852,policy_95916,F,dependent,17,66.0,0.0
197853,policy_95916,F,dependent,17,61.0,0.0
197855,policy_95918,M,rent,65,77.0,0.0
197856,policy_95918,F,dependent,20,54.0,0.0
197857,policy_95918,F,dependent,18,60.0,0.0
197859,policy_95920,M,rent,46,84.0,0.0
197860,policy_95920,F,dependent,18,33.0,0.0
197861,policy_95920,M,dependent,17,73.0,0.0
197862,policy_95921,M,own,60,79.0,1.0
197863,policy_95921,F,dependent,18,67.0,0.0
197864,policy_95921,M,dependent,16,80.0,0.0
197865,policy_95921,F,dependent,17,81.0,0.0
197866,policy_95921,F,dependent,18,52.0,0.0
197867,policy_95922,M,own,46,66.0,1.0
197868,policy_95922,F,own,55,81.0,0.0
197869,policy_95922,M,dependent,18,57.0,0.0
197870,policy_95922,F,dependent,18,72.0,0.0
197871,policy_95922,M,dependent,17,85.0,0.0
197872,policy_95923,M,own,58,71.0,1.0
197873,policy_95923,F,dependent,17,42.0,0.0
197874,policy_95923,M,dependent,19,15.0,0.0
197875,policy_95923,F,dependent,18,85.0,0.0
197876,policy_95923,M,dependent,17,46.0,0.0
197877,policy_95924,F,own,49,36.0,0.0
197878,policy_95924,F,own,78,65.0,1.0
197879,policy_95924,M,dependent,17,90.0,0.0
197880,policy_95924,F,dependent,17,60.0,0.0
197881,policy_95924,F,dependent,17,37.0,0.0
197883,policy_95926,M,rent,48,82.0,1.0
197887,policy_95929,M,rent,53,64.0,1.0
197889,policy_95931,M,own,53,83.0,1.0
197890,policy_95931,F,own,71,87.0,1.0
197896,policy_95935,M,rent,59,60.0,1.0
197897,policy_95935,M,rent,47,58.0,0.0
197898,policy_95936,M,rent,78,66.0,0.0
197899,policy_95936,F,rent,56,70.0,1.0
197900,policy_95937,M,rent,35,11.0,0.0
197903,policy_95939,F,rent,62,60.0,0.0
197904,policy_95940,F,own,56,66.0,0.0
197905,policy_95940,F,dependent,16,84.0,0.0
197906,policy_95940,F,dependent,17,77.0,0.0
197907,policy_95940,M,dependent,22,78.0,0.0
197908,policy_95940,F,dependent,17,74.0,0.0
197909,policy_95940,M,dependent,19,45.0,0.0
197910,policy_95941,F,own,33,88.0,0.0
197912,policy_95943,F,rent,38,73.0,0.0
197922,policy_95947,M,own,55,89.0,1.0
197923,policy_95948,F,rent,53,65.0,1.0
197924,policy_95948,F,rent,62,73.0,1.0
197925,policy_95949,M,own,66,73.0,0.0
197926,policy_95949,F,own,70,91.0,1.0
197927,policy_95950,M,rent,35,77.0,1.0
197934,policy_95953,M,rent,48,87.0,1.0
197935,policy_95953,M,rent,87,83.0,1.0
197936,policy_95954,M,own,52,37.0,0.0
197937,policy_95954,F,own,45,68.0,1.0
197938,policy_95954,F,dependent,17,80.0,0.0
197939,policy_95955,F,own,40,78.0,1.0
197940,policy_95955,F,own,75,69.0,0.0
197943,policy_95957,M,own,47,81.0,1.0
197944,policy_95957,F,own,32,74.0,1.0
197945,policy_95957,M,dependent,18,56.0,0.0
197946,policy_95957,M,dependent,16,83.0,0.0
197947,policy_95957,M,dependent,24,60.0,0.0
197950,policy_95959,F,rent,53,73.0,1.0
197952,policy_95961,F,own,60,56.0,1.0
197953,policy_95961,F,own,58,89.0,1.0
197954,policy_95961,F,dependent,18,62.0,0.0
197955,policy_95962,F,own,41,94.0,0.0
197956,policy_95962,M,own,49,75.0,0.0
197959,policy_95964,M,rent,42,79.0,0.0
197960,policy_95964,F,rent,42,72.0,1.0
197961,policy_95965,M,own,61,65.0,0.0
197962,policy_95965,F,own,34,64.0,0.0
197963,policy_95965,F,dependent,17,83.0,0.0
197964,policy_95966,M,rent,41,93.0,1.0
197965,policy_95966,F,dependent,20,67.0,0.0
197966,policy_95967,F,rent,56,52.0,1.0
197967,policy_95968,F,rent,46,52.0,0.0
197968,policy_95969,F,own,54,90.0,0.0
197972,policy_95971,M,dependent,20,49.0,0.0
197973,policy_95972,M,rent,58,76.0,1.0
197974,policy_95972,M,rent,35,78.0,0.0
197975,policy_95973,F,rent,46,94.0,1.0
197976,policy_95973,F,dependent,19,68.0,0.0
197977,policy_95974,M,rent,35,87.0,1.0
197978,policy_95974,M,rent,48,86.0,1.0
197983,policy_95976,F,own,59,75.0,1.0
197984,policy_95976,M,own,50,95.0,0.0
197985,policy_95976,M,dependent,17,55.0,0.0
197986,policy_95977,M,own,46,90.0,1.0
197987,policy_95977,M,own,53,81.0,1.0
197988,policy_95977,M,dependent,16,71.0,0.0
197989,policy_95978,M,own,46,76.0,1.0
197992,policy_95980,M,own,53,89.0,1.0
197993,policy_95980,F,own,46,87.0,1.0
197996,policy_95982,M,own,54,95.0,0.0
197997,policy_95982,F,dependent,21,56.0,0.0
197998,policy_95982,F,dependent,17,83.0,0.0
197999,policy_95983,M,own,49,77.0,1.0
198000,policy_95983,F,dependent,17,53.0,0.0
198003,policy_95985,M,own,38,76.0,1.0
198004,policy_95985,M,own,47,59.0,1.0
198005,policy_95986,M,own,39,75.0,0.0
198006,policy_95986,F,own,48,74.0,0.0
198007,policy_95986,M,dependent,17,51.0,0.0
198008,policy_95987,M,rent,51,83.0,1.0
198009,policy_95987,F,rent,33,90.0,0.0
198010,policy_95988,F,rent,30,18.0,1.0
198011,policy_95988,M,dependent,18,68.0,0.0
198012,policy_95989,M,rent,56,93.0,1.0
198013,policy_95989,M,dependent,18,58.0,0.0
198014,policy_95989,M,dependent,17,71.0,0.0
198015,policy_95989,M,dependent,25,80.0,1.0
198016,policy_95989,F,dependent,17,87.0,0.0
198017,policy_95989,F,dependent,17,67.0,0.0
198020,policy_95991,M,own,70,86.0,0.0
198023,policy_95993,M,own,39,77.0,1.0
198024,policy_95993,M,own,63,62.0,0.0
198032,policy_95997,F,own,46,88.0,0.0
198033,policy_95998,M,own,53,61.0,0.0
198034,policy_95998,F,own,62,75.0,1.0
198035,policy_95999,M,rent,65,58.0,1.0
198036,policy_95999,F,dependent,18,67.0,0.0
198037,policy_95999,M,dependent,16,56.0,0.0
198038,policy_96000,M,own,58,88.0,0.0
198039,policy_96000,F,own,38,75.0,1.0
198040,policy_96000,F,dependent,20,47.0,0.0
198041,policy_96001,M,rent,52,91.0,0.0
198042,policy_96001,M,rent,48,87.0,1.0
198043,policy_96002,M,own,44,74.0,1.0
198044,policy_96003,M,rent,57,91.0,1.0
198045,policy_96004,M,own,40,72.0,1.0
198046,policy_96004,M,own,63,66.0,0.0
198050,policy_96006,F,own,48,56.0,1.0
198051,policy_96006,F,own,52,83.0,0.0
198052,policy_96006,M,dependent,17,56.0,0.0
198053,policy_96007,M,own,60,73.0,1.0
198054,policy_96008,F,own,57,76.0,0.0
198055,policy_96009,M,rent,43,41.0,1.0
198056,policy_96009,F,dependent,18,70.0,0.0
198057,policy_96010,M,own,43,59.0,1.0
198058,policy_96010,F,own,43,57.0,1.0
198059,policy_96011,M,own,60,66.0,1.0
198060,policy_96011,F,dependent,17,63.0,0.0
198061,policy_96011,F,dependent,18,75.0,0.0
198062,policy_96011,M,dependent,17,73.0,0.0
198063,policy_96011,F,dependent,17,72.0,0.0
198064,policy_96012,F,rent,44,86.0,1.0
198065,policy_96013,M,own,47,90.0,1.0
198066,policy_96013,F,own,37,85.0,0.0
198067,policy_96013,M,dependent,17,84.0,0.0
198068,policy_96014,M,own,49,90.0,1.0
198069,policy_96014,F,own,53,95.0,1.0
198070,policy_96015,F,own,41,79.0,1.0
198071,policy_96015,F,dependent,20,59.0,0.0
198072,policy_96015,F,dependent,20,34.0,0.0
198073,policy_96015,M,dependent,17,73.0,0.0
198074,policy_96016,M,own,49,81.0,1.0
198075,policy_96016,F,own,45,97.0,1.0
198076,policy_96016,F,dependent,19,60.0,0.0
198080,policy_96018,M,own,37,79.0,0.0
198081,policy_96018,F,own,26,74.0,0.0
198082,policy_96019,M,rent,49,75.0,1.0
198083,policy_96019,M,dependent,16,64.0,0.0
198084,policy_96020,M,own,58,75.0,1.0
198085,policy_96021,F,rent,62,59.0,1.0
198087,policy_96023,F,rent,81,65.0,1.0
198088,policy_96024,F,own,33,79.0,0.0
198089,policy_96024,M,own,55,74.0,1.0
198090,policy_96024,M,dependent,19,83.0,
198091,policy_96024,F,dependent,16,46.0,0.0
198092,policy_96024,F,dependent,19,80.0,0.0
198096,policy_96027,M,own,31,67.0,1.0
198097,policy_96027,F,dependent,18,84.0,0.0
198098,policy_96027,F,dependent,17,77.0,0.0
198099,policy_96027,F,dependent,18,84.0,0.0
198100,policy_96027,M,dependent,18,62.0,0.0
198101,policy_96027,M,dependent,20,53.0,0.0
198107,policy_96030,M,own,47,73.0,1.0
198110,policy_96032,F,own,48,78.0,1.0
198111,policy_96033,F,own,30,74.0,0.0
198113,policy_96035,F,dependent,18,54.0,0.0
198117,policy_96038,M,rent,64,71.0,1.0
198118,policy_96039,M,rent,57,8.0,1.0
198119,policy_96039,F,dependent,17,75.0,0.0
198120,policy_96039,F,dependent,16,64.0,0.0
198124,policy_96041,F,own,51,94.0,0.0
198125,policy_96041,M,own,75,85.0,0.0
198126,policy_96041,F,dependent,17,42.0,0.0
198129,policy_96043,M,rent,52,83.0,1.0
198134,policy_96045,M,own,69,66.0,0.0
198135,policy_96045,M,own,85,80.0,0.0
198137,policy_96047,M,own,38,68.0,1.0
198140,policy_96049,M,own,54,67.0,1.0
198141,policy_96049,F,own,64,72.0,1.0
198149,policy_96054,F,own,54,83.0,1.0
198150,policy_96054,M,dependent,17,47.0,0.0
198152,policy_96056,F,rent,58,83.0,1.0
198153,policy_96057,F,own,69,59.0,1.0
198154,policy_96058,M,own,47,90.0,0.0
198155,policy_96058,M,own,56,52.0,1.0
198156,policy_96058,F,dependent,17,81.0,0.0
198162,policy_96062,F,own,43,87.0,0.0
198163,policy_96062,F,own,43,91.0,1.0
198164,policy_96062,F,dependent,17,65.0,0.0
198165,policy_96062,F,dependent,17,80.0,0.0
198167,policy_96064,M,own,53,70.0,1.0
198168,policy_96064,M,dependent,17,32.0,0.0
198169,policy_96064,F,dependent,16,63.0,0.0
198170,policy_96065,F,own,55,77.0,0.0
198171,policy_96065,F,dependent,19,59.0,0.0
198172,policy_96066,M,rent,48,60.0,1.0
198173,policy_96066,F,dependent,18,68.0,0.0
198177,policy_96068,M,rent,33,87.0,1.0
198186,policy_96071,M,dependent,17,63.0,0.0
198188,policy_96073,M,own,42,92.0,0.0
198189,policy_96073,F,dependent,18,64.0,0.0
198190,policy_96074,F,rent,74,66.0,0.0
198191,policy_96075,F,own,28,80.0,1.0
198197,policy_96078,M,own,45,60.0,0.0
198198,policy_96079,M,own,73,67.0,0.0
198199,policy_96080,F,own,39,80.0,0.0
198200,policy_96081,F,rent,40,49.0,1.0
198201,policy_96081,F,rent,41,91.0,1.0
198202,policy_96081,M,dependent,21,35.0,1.0
198203,policy_96082,F,own,54,73.0,0.0
198204,policy_96083,M,rent,59,92.0,1.0
198205,policy_96083,M,dependent,18,81.0,0.0
198206,policy_96084,F,rent,62,69.0,0.0
198207,policy_96084,F,rent,41,81.0,1.0
198208,policy_96085,M,own,33,63.0,1.0
198209,policy_96085,F,dependent,17,62.0,0.0
198210,policy_96085,M,dependent,19,82.0,0.0
198211,policy_96086,M,own,49,68.0,1.0
198212,policy_96086,F,dependent,18,65.0,0.0
198213,policy_96086,F,dependent,18,50.0,0.0
198214,policy_96087,F,rent,39,73.0,1.0
198215,policy_96087,F,rent,69,63.0,0.0
198216,policy_96088,M,own,55,68.0,1.0
198217,policy_96089,M,own,34,83.0,0.0
198218,policy_96089,M,own,53,37.0,1.0
198219,policy_96089,F,dependent,17,54.0,0.0
198220,policy_96089,F,dependent,16,80.0,0.0
198225,policy_96092,M,rent,36,88.0,1.0
198226,policy_96092,F,dependent,18,72.0,0.0
198235,policy_96095,F,own,71,63.0,0.0
198236,policy_96096,M,own,41,79.0,1.0
198237,policy_96096,F,dependent,17,68.0,0.0
198238,policy_96097,M,rent,43,89.0,1.0
198242,policy_96100,M,dependent,23,39.0,0.0
198248,policy_96102,M,own,63,79.0,0.0
198249,policy_96102,F,dependent,18,62.0,0.0
198252,policy_96104,M,own,35,92.0,1.0
198255,policy_96106,F,own,79,68.0,0.0
198256,policy_96106,M,own,31,93.0,0.0
198257,policy_96107,M,own,83,69.0,1.0
198258,policy_96107,F,own,40,85.0,1.0
198266,policy_96112,M,rent,48,49.0,1.0
198270,policy_96115,M,rent,51,61.0,1.0
198271,policy_96115,F,rent,53,81.0,1.0
198277,policy_96120,M,own,66,84.0,1.0
198278,policy_96120,F,own,57,89.0,1.0
198279,policy_96120,F,dependent,17,55.0,0.0
198280,policy_96120,M,dependent,18,52.0,0.0
198281,policy_96120,M,dependent,18,67.0,0.0
198282,policy_96121,F,own,58,95.0,1.0
198283,policy_96122,M,own,31,74.0,1.0
198285,policy_96124,M,own,36,67.0,1.0
198286,policy_96124,F,own,41,87.0,0.0
198287,policy_96125,F,own,36,66.0,1.0
198288,policy_96125,M,own,64,65.0,1.0
198292,policy_96128,F,rent,40,93.0,1.0
198293,policy_96129,M,rent,64,65.0,0.0
198294,policy_96130,M,own,53,58.0,1.0
198297,policy_96132,F,dependent,17,26.0,0.0
198298,policy_96133,M,own,47,76.0,1.0
198299,policy_96133,M,own,66,68.0,1.0
198300,policy_96133,F,dependent,17,76.0,0.0
198303,policy_96136,M,rent,39,49.0,0.0
198304,policy_96137,F,rent,34,70.0,1.0
198305,policy_96137,F,rent,31,57.0,1.0
198306,policy_96137,M,dependent,20,52.0,0.0
198307,policy_96137,M,dependent,18,83.0,0.0
198308,policy_96137,F,dependent,18,82.0,0.0
198324,policy_96142,M,own,58,56.0,0.0
198325,policy_96142,M,dependent,20,74.0,0.0
198326,policy_96142,F,dependent,17,58.0,0.0
198327,policy_96143,M,own,51,76.0,1.0
198328,policy_96143,F,own,45,64.0,1.0
198329,policy_96143,F,dependent,19,81.0,0.0
198332,policy_96145,M,rent,65,76.0,0.0
198333,policy_96145,F,rent,56,84.0,1.0
198334,policy_96145,M,dependent,17,26.0,0.0
198335,policy_96145,F,dependent,17,78.0,0.0
198336,policy_96146,F,own,103,92.0,0.0
198337,policy_96146,F,own,47,87.0,1.0
198338,policy_96146,M,dependent,17,87.0,0.0
198340,policy_96148,M,own,33,91.0,1.0
